epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,4652.06,1.62558,1.18895,1.34473,0.80256,0.76111,0.80579,0.44802,1.57583,1.08985,1.34538,0.0084358,0.0084358,0.0084358
82,4709.01,1.614,1.18431,1.34184,0.82741,0.74478,0.80312,0.45208,1.57481,1.07884,1.34286,0.008416,0.008416,0.008416
83,4766.04,1.62609,1.18402,1.33811,0.84086,0.74014,0.81067,0.45178,1.56486,1.0826,1.3427,0.0083962,0.0083962,0.0083962
84,4823.29,1.6351,1.2004,1.33774,0.8055,0.74797,0.80312,0.44963,1.56896,1.10114,1.34145,0.0083764,0.0083764,0.0083764
85,4880.53,1.60569,1.17283,1.33513,0.81547,0.74902,0.79921,0.45011,1.56827,1.09402,1.34186,0.0083566,0.0083566,0.0083566
86,4937.58,1.6145,1.16729,1.33908,0.82454,0.74273,0.80017,0.44709,1.57555,1.07854,1.34193,0.0083368,0.0083368,0.0083368
87,4994.53,1.60034,1.15655,1.33172,0.83957,0.74061,0.81019,0.451,1.57113,1.07788,1.34131,0.008317,0.008317,0.008317
88,5051.26,1.60927,1.15003,1.31953,0.81963,0.76272,0.81149,0.45647,1.56536,1.07388,1.34045,0.0082972,0.0082972,0.0082972
89,5108.33,1.60908,1.16935,1.33219,0.82123,0.75319,0.81212,0.4575,1.56396,1.0629,1.33498,0.0082774,0.0082774,0.0082774
90,5165.38,1.59883,1.14716,1.32561,0.81552,0.76695,0.81542,0.46209,1.55964,1.05255,1.33022,0.0082576,0.0082576,0.0082576
91,5222.64,1.60078,1.14235,1.32339,0.83392,0.75422,0.81257,0.45562,1.56225,1.06104,1.33122,0.0082378,0.0082378,0.0082378
92,5279.15,1.59358,1.15267,1.32598,0.83291,0.7523,0.82002,0.45672,1.56931,1.05378,1.33566,0.008218,0.008218,0.008218
93,5336.36,1.60075,1.14625,1.32716,0.826,0.7732,0.82202,0.46456,1.56382,1.05734,1.33298,0.0081982,0.0081982,0.0081982
94,5393.23,1.59147,1.15007,1.32214,0.83515,0.74836,0.81596,0.46408,1.55089,1.05605,1.33125,0.0081784,0.0081784,0.0081784
95,5450.31,1.5872,1.12485,1.31824,0.8194,0.75936,0.81927,0.46128,1.56078,1.04811,1.33144,0.0081586,0.0081586,0.0081586
96,5506.98,1.59228,1.12523,1.32239,0.81907,0.7559,0.82055,0.46314,1.55832,1.0558,1.33277,0.0081388,0.0081388,0.0081388
97,5564.04,1.57509,1.12292,1.31938,0.83217,0.76378,0.82183,0.46384,1.55374,1.04396,1.33,0.008119,0.008119,0.008119
98,5620.71,1.58035,1.13154,1.3174,0.82817,0.76154,0.81718,0.46291,1.55245,1.04111,1.3317,0.0080992,0.0080992,0.0080992
99,5677.7,1.58698,1.13041,1.31513,0.81024,0.77934,0.82449,0.46647,1.55025,1.03259,1.3303,0.0080794,0.0080794,0.0080794
100,5734.61,1.58056,1.11616,1.31134,0.81077,0.76781,0.82288,0.46958,1.54848,1.03056,1.33002,0.0080596,0.0080596,0.0080596
101,5791.73,1.57764,1.12939,1.3116,0.82933,0.75702,0.8286,0.47084,1.55303,1.02928,1.32698,0.0080398,0.0080398,0.0080398
102,5848.79,1.58971,1.12765,1.32106,0.84067,0.75468,0.82945,0.47194,1.54037,1.02507,1.32228,0.00802,0.00802,0.00802
103,5905.64,1.58047,1.12324,1.31566,0.82445,0.77545,0.83051,0.47195,1.53808,1.02112,1.32303,0.0080002,0.0080002,0.0080002
104,5962.68,1.57385,1.11292,1.31098,0.8321,0.766,0.82731,0.47059,1.5366,1.02202,1.32166,0.0079804,0.0079804,0.0079804
105,6019.54,1.57516,1.11248,1.3115,0.82806,0.77653,0.82924,0.47324,1.53304,1.01987,1.32302,0.0079606,0.0079606,0.0079606
106,6076.43,1.56946,1.10317,1.30691,0.84102,0.76556,0.83534,0.4764,1.53978,1.01418,1.32644,0.0079408,0.0079408,0.0079408
107,6133.55,1.56907,1.10556,1.30703,0.83626,0.76565,0.83658,0.47656,1.54142,1.01259,1.32782,0.007921,0.007921,0.007921
108,6190.57,1.56639,1.10497,1.3085,0.84125,0.75532,0.83373,0.4775,1.53684,1.00735,1.32398,0.0079012,0.0079012,0.0079012
109,6247.94,1.56884,1.10453,1.30029,0.84037,0.76524,0.8322,0.47622,1.53189,1.0078,1.32036,0.0078814,0.0078814,0.0078814
110,6304.68,1.56989,1.0931,1.30881,0.83687,0.77864,0.83383,0.48046,1.52326,1.00211,1.31388,0.0078616,0.0078616,0.0078616
111,6361.85,1.5627,1.10681,1.30122,0.81765,0.79524,0.83681,0.48263,1.51785,0.99583,1.31166,0.0078418,0.0078418,0.0078418
112,6418.85,1.55435,1.08613,1.30603,0.83176,0.78154,0.83781,0.48503,1.51892,0.99769,1.31205,0.007822,0.007822,0.007822
113,6475.73,1.55099,1.09319,1.29819,0.84335,0.78467,0.84171,0.48307,1.52172,1.00282,1.3149,0.0078022,0.0078022,0.0078022
114,6532.55,1.56534,1.09034,1.30627,0.84783,0.78607,0.84106,0.48395,1.51883,0.99918,1.31529,0.0077824,0.0077824,0.0077824
115,6589.38,1.54928,1.08316,1.29783,0.84417,0.78648,0.83896,0.48502,1.51783,0.99943,1.31351,0.0077626,0.0077626,0.0077626
116,6646.89,1.54103,1.07459,1.29288,0.83765,0.77757,0.83646,0.48366,1.52313,0.99945,1.3175,0.0077428,0.0077428,0.0077428
117,6703.86,1.54489,1.07593,1.29209,0.83915,0.7754,0.83716,0.47936,1.52403,0.99713,1.31807,0.007723,0.007723,0.007723
118,6760.74,1.55414,1.07878,1.29943,0.83379,0.778,0.83475,0.47832,1.52378,0.99696,1.32098,0.0077032,0.0077032,0.0077032
119,6817.59,1.54466,1.05945,1.29356,0.82243,0.79405,0.83365,0.47877,1.52453,0.99338,1.32209,0.0076834,0.0076834,0.0076834
120,6874.52,1.52231,1.05471,1.28725,0.83681,0.78404,0.83457,0.47943,1.52638,0.99425,1.32222,0.0076636,0.0076636,0.0076636
121,6931.11,1.53699,1.07039,1.28304,0.82713,0.79053,0.83578,0.47949,1.53407,0.99598,1.32653,0.0076438,0.0076438,0.0076438
122,6988.08,1.53606,1.06274,1.28346,0.82504,0.78696,0.83622,0.47696,1.52806,0.99072,1.32314,0.007624,0.007624,0.007624
123,7044.81,1.52817,1.05964,1.2914,0.83109,0.78153,0.83386,0.48061,1.52798,0.99032,1.32392,0.0076042,0.0076042,0.0076042
124,7101.64,1.5373,1.06571,1.28925,0.83503,0.7834,0.83534,0.4809,1.52199,0.98886,1.32109,0.0075844,0.0075844,0.0075844
125,7158.45,1.5211,1.04844,1.28176,0.82805,0.78681,0.83413,0.48201,1.52382,0.98691,1.32103,0.0075646,0.0075646,0.0075646
126,7215.25,1.52979,1.05394,1.28996,0.82612,0.79665,0.83648,0.48249,1.52073,0.98391,1.32018,0.0075448,0.0075448,0.0075448
127,7271.78,1.51972,1.04288,1.28215,0.83362,0.7887,0.83444,0.47787,1.52324,0.97792,1.31817,0.007525,0.007525,0.007525
128,7328.73,1.53429,1.0515,1.28925,0.84047,0.78543,0.83344,0.4791,1.51864,0.97833,1.31754,0.0075052,0.0075052,0.0075052
129,7385.44,1.5259,1.04663,1.2838,0.82711,0.79282,0.83573,0.47979,1.5135,0.97824,1.31326,0.0074854,0.0074854,0.0074854
130,7442.25,1.5141,1.04228,1.28522,0.83361,0.7985,0.83946,0.48548,1.51129,0.97465,1.31196,0.0074656,0.0074656,0.0074656
131,7499.23,1.52251,1.05068,1.27962,0.8295,0.80293,0.84074,0.48518,1.5051,0.97383,1.30925,0.0074458,0.0074458,0.0074458
132,7555.9,1.51682,1.04559,1.28083,0.82198,0.80115,0.84073,0.48416,1.50691,0.97193,1.31034,0.007426,0.007426,0.007426
133,7612.64,1.52262,1.03996,1.28405,0.82523,0.80869,0.84233,0.488,1.50392,0.96939,1.30842,0.0074062,0.0074062,0.0074062
