epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,52.2996,3.73066,3.86892,2.85028,0.18179,0.09318,0.05362,0.01171,3.51018,3.36416,2.52879,0.0670922,0.000332402,0.000332402
2,99.9899,2.99425,2.94735,2.33258,0.22708,0.1171,0.07819,0.02174,3.18746,3.30151,2.31792,0.03409,0.000663539,0.000663539
3,150.361,2.69398,2.60919,2.11216,0.34588,0.25359,0.20837,0.0623,2.71887,2.64623,1.9679,0.00108558,0.000992475,0.000992475
4,205.043,2.5118,2.42279,1.96636,0.40442,0.2639,0.24368,0.08227,2.61904,2.47626,1.91486,0.0009901,0.0009901,0.0009901
5,269.986,2.39128,2.2757,1.87363,0.43753,0.35175,0.31167,0.10716,2.46708,2.23738,1.82132,0.0009868,0.0009868,0.0009868
6,332.89,2.32217,2.18643,1.8176,0.33617,0.29728,0.22621,0.08416,2.56168,2.38657,1.8407,0.0009835,0.0009835,0.0009835
7,399.882,2.26388,2.13559,1.76297,0.47438,0.33262,0.3263,0.1185,2.43541,2.18941,1.835,0.0009802,0.0009802,0.0009802
8,470.096,2.20383,2.05246,1.72694,0.51563,0.34772,0.34583,0.13622,2.25998,2.00081,1.67541,0.0009769,0.0009769,0.0009769
9,537.56,2.16309,1.99887,1.69665,0.52708,0.39174,0.40049,0.16423,2.20792,2.00756,1.67102,0.0009736,0.0009736,0.0009736
10,605.551,2.11794,1.94686,1.67361,0.48695,0.4145,0.40511,0.1724,2.15249,1.93344,1.63745,0.0009703,0.0009703,0.0009703
11,671.786,2.10023,1.90061,1.65318,0.50677,0.37941,0.37867,0.14924,2.29837,1.98526,1.68495,0.000967,0.000967,0.000967
12,738.084,2.07496,1.86244,1.62872,0.47952,0.38702,0.36565,0.15326,2.20266,1.88682,1.65099,0.0009637,0.0009637,0.0009637
13,804.019,2.06408,1.85646,1.61684,0.58229,0.38538,0.40822,0.17224,2.18956,1.90088,1.65803,0.0009604,0.0009604,0.0009604
14,868.824,2.01634,1.79194,1.59682,0.56331,0.38614,0.42315,0.17863,2.17691,1.96775,1.65896,0.0009571,0.0009571,0.0009571
15,933.95,2.00743,1.77137,1.58878,0.61883,0.45535,0.49314,0.20554,2.09736,1.68981,1.54961,0.0009538,0.0009538,0.0009538
16,997.673,1.99977,1.7635,1.57927,0.53926,0.42994,0.43262,0.17498,2.13606,1.82029,1.59083,0.0009505,0.0009505,0.0009505
17,1063.36,1.96529,1.74253,1.55724,0.55787,0.43936,0.46944,0.21242,2.01195,1.713,1.52867,0.0009472,0.0009472,0.0009472
18,1128.02,1.95749,1.72454,1.54849,0.57713,0.47911,0.49522,0.2233,1.99678,1.67701,1.50981,0.0009439,0.0009439,0.0009439
19,1193.16,1.94134,1.69551,1.53598,0.61428,0.49498,0.52694,0.22722,2.0215,1.6525,1.51466,0.0009406,0.0009406,0.0009406
20,1257.26,1.94186,1.67258,1.52223,0.60784,0.47125,0.50466,0.22848,2.01278,1.64473,1.51305,0.0009373,0.0009373,0.0009373
21,1320.77,1.92245,1.6681,1.51769,0.61055,0.48017,0.51968,0.24025,1.95855,1.61491,1.49414,0.000934,0.000934,0.000934
22,1383.28,1.91003,1.64444,1.51942,0.64465,0.50127,0.53484,0.24115,1.96133,1.5826,1.50012,0.0009307,0.0009307,0.0009307
23,1446.08,1.90169,1.61591,1.51117,0.65333,0.49315,0.54433,0.23984,2.00241,1.5862,1.50158,0.0009274,0.0009274,0.0009274
24,1508.74,1.87721,1.60585,1.49588,0.61233,0.52406,0.52944,0.24276,1.91443,1.5602,1.46757,0.0009241,0.0009241,0.0009241
25,1572.71,1.88501,1.5931,1.50096,0.64423,0.50474,0.55372,0.24902,1.93981,1.56255,1.46905,0.0009208,0.0009208,0.0009208
26,1634.18,1.85963,1.57759,1.49148,0.6678,0.5221,0.56543,0.2585,1.93509,1.53147,1.48803,0.0009175,0.0009175,0.0009175
27,1696.59,1.86581,1.55289,1.47746,0.64504,0.52295,0.57985,0.26208,1.94536,1.56012,1.46993,0.0009142,0.0009142,0.0009142
28,1756.86,1.85217,1.55034,1.47605,0.68561,0.50494,0.57853,0.26975,1.91178,1.50138,1.45113,0.0009109,0.0009109,0.0009109
29,1820.34,1.84645,1.55273,1.46732,0.6646,0.50526,0.56879,0.27014,1.86729,1.50983,1.44118,0.0009076,0.0009076,0.0009076
30,1882.42,1.84644,1.53781,1.47262,0.61835,0.52497,0.57513,0.2738,1.90271,1.51568,1.46366,0.0009043,0.0009043,0.0009043
31,1943.53,1.82566,1.5215,1.46361,0.66505,0.5414,0.59895,0.28585,1.89078,1.44896,1.45429,0.000901,0.000901,0.000901
32,2004.24,1.8255,1.5202,1.46535,0.67501,0.53756,0.601,0.28299,1.90944,1.46904,1.44314,0.0008977,0.0008977,0.0008977
33,2065.5,1.83345,1.52158,1.44969,0.63758,0.54274,0.59107,0.28125,1.87358,1.45455,1.42687,0.0008944,0.0008944,0.0008944
34,2125.98,1.8096,1.50353,1.45354,0.67762,0.54106,0.60709,0.28897,1.8696,1.43325,1.43383,0.0008911,0.0008911,0.0008911
35,2186.9,1.80732,1.50616,1.44799,0.69042,0.54646,0.60796,0.29101,1.84401,1.43248,1.41287,0.0008878,0.0008878,0.0008878
36,2248.37,1.8056,1.47493,1.44102,0.67119,0.55545,0.59514,0.29235,1.84128,1.42047,1.41316,0.0008845,0.0008845,0.0008845
37,2309.23,1.80665,1.47864,1.43754,0.7104,0.5356,0.59467,0.28537,1.89645,1.43179,1.43441,0.0008812,0.0008812,0.0008812
38,2369.25,1.77067,1.43636,1.42663,0.69894,0.5673,0.62872,0.3072,1.84531,1.39336,1.39548,0.0008779,0.0008779,0.0008779
39,2430.57,1.79343,1.44459,1.43475,0.65948,0.56719,0.61464,0.29742,1.82169,1.40856,1.40527,0.0008746,0.0008746,0.0008746
40,2489.81,1.77331,1.4396,1.42175,0.69217,0.58756,0.63777,0.30732,1.85454,1.38698,1.39628,0.0008713,0.0008713,0.0008713
41,2550.32,1.77094,1.42434,1.42386,0.70604,0.56496,0.63173,0.30809,1.82183,1.35703,1.39361,0.000868,0.000868,0.000868
42,2610.19,1.78159,1.43872,1.42595,0.69837,0.57735,0.63981,0.30661,1.83912,1.3544,1.40244,0.0008647,0.0008647,0.0008647
43,2669.66,1.77686,1.42824,1.41266,0.72585,0.56275,0.63313,0.30709,1.81849,1.36941,1.39268,0.0008614,0.0008614,0.0008614
44,2730.79,1.76524,1.41689,1.41165,0.72246,0.56276,0.63461,0.30846,1.81795,1.36283,1.40725,0.0008581,0.0008581,0.0008581
45,2792.23,1.76804,1.42236,1.41831,0.70619,0.56723,0.63772,0.3202,1.80139,1.3369,1.3873,0.0008548,0.0008548,0.0008548
46,2855.3,1.75504,1.40587,1.4051,0.70396,0.60179,0.65358,0.32191,1.78675,1.31237,1.37057,0.0008515,0.0008515,0.0008515
47,2916.16,1.74787,1.38071,1.40735,0.70753,0.60075,0.65473,0.32574,1.77375,1.32279,1.35507,0.0008482,0.0008482,0.0008482
48,2976.71,1.73796,1.37465,1.39534,0.76001,0.60508,0.67086,0.3244,1.79959,1.31687,1.37348,0.0008449,0.0008449,0.0008449
49,3036.87,1.74699,1.3859,1.40611,0.68682,0.61463,0.65934,0.32883,1.78512,1.30314,1.37371,0.0008416,0.0008416,0.0008416
50,3098.45,1.74351,1.38426,1.40055,0.72058,0.59152,0.66255,0.32219,1.79848,1.32223,1.36604,0.0008383,0.0008383,0.0008383
51,3158.3,1.72794,1.37102,1.39407,0.71406,0.58538,0.66519,0.33613,1.76436,1.30298,1.36886,0.000835,0.000835,0.000835
52,3218.43,1.73721,1.3403,1.39434,0.71608,0.59178,0.65865,0.32643,1.77961,1.29107,1.36598,0.0008317,0.0008317,0.0008317
53,3279.88,1.73231,1.35151,1.39343,0.77278,0.57907,0.67609,0.34288,1.77787,1.29324,1.36676,0.0008284,0.0008284,0.0008284
54,3340.82,1.72278,1.35742,1.39274,0.75549,0.60865,0.68009,0.33987,1.76782,1.26734,1.34786,0.0008251,0.0008251,0.0008251
55,3401.3,1.72867,1.35955,1.39015,0.74097,0.59959,0.6733,0.33249,1.76477,1.27551,1.34519,0.0008218,0.0008218,0.0008218
56,3462.12,1.72796,1.35877,1.38545,0.78114,0.59381,0.68781,0.33793,1.76147,1.26212,1.35614,0.0008185,0.0008185,0.0008185
57,3520.84,1.71668,1.33915,1.37643,0.78377,0.59233,0.68805,0.34794,1.74653,1.2526,1.34354,0.0008152,0.0008152,0.0008152
58,3583.67,1.69035,1.32273,1.37657,0.74175,0.59991,0.68801,0.34436,1.74627,1.24078,1.34222,0.0008119,0.0008119,0.0008119
59,3643.71,1.70422,1.32724,1.37507,0.72599,0.61044,0.68027,0.34499,1.73973,1.26917,1.33422,0.0008086,0.0008086,0.0008086
60,3702.91,1.71083,1.32156,1.3769,0.75763,0.6009,0.68135,0.35025,1.74399,1.2455,1.33393,0.0008053,0.0008053,0.0008053
61,3761.41,1.69952,1.32036,1.37288,0.73117,0.61156,0.68184,0.35506,1.71352,1.22425,1.33215,0.000802,0.000802,0.000802
62,3822.09,1.69987,1.3254,1.37624,0.68785,0.63445,0.68465,0.35558,1.69819,1.22034,1.32239,0.0007987,0.0007987,0.0007987
63,3882.46,1.70042,1.32932,1.37478,0.73451,0.61301,0.6838,0.35529,1.71313,1.22584,1.33261,0.0007954,0.0007954,0.0007954
64,3942.61,1.68855,1.30361,1.36072,0.7582,0.60945,0.68884,0.35271,1.72454,1.23119,1.33315,0.0007921,0.0007921,0.0007921
65,4001.37,1.69681,1.30104,1.36693,0.77155,0.59676,0.69215,0.35996,1.71316,1.21446,1.32802,0.0007888,0.0007888,0.0007888
66,4061.5,1.68679,1.28811,1.36556,0.76639,0.64218,0.70686,0.36301,1.71002,1.21392,1.31512,0.0007855,0.0007855,0.0007855
67,4122.37,1.66819,1.28445,1.36283,0.73222,0.64235,0.70392,0.36803,1.69687,1.19618,1.3203,0.0007822,0.0007822,0.0007822
68,4182.72,1.69636,1.29382,1.36847,0.76266,0.61634,0.70052,0.36235,1.71494,1.21577,1.32635,0.0007789,0.0007789,0.0007789
69,4242.23,1.68656,1.27765,1.3567,0.7716,0.60924,0.704,0.36746,1.6948,1.20025,1.31003,0.0007756,0.0007756,0.0007756
70,4303.13,1.68303,1.27356,1.3463,0.71551,0.65804,0.71164,0.36822,1.70337,1.19818,1.31468,0.0007723,0.0007723,0.0007723
71,4364.61,1.68115,1.27065,1.34496,0.75764,0.64055,0.71193,0.37281,1.69959,1.19505,1.30764,0.000769,0.000769,0.000769
