epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,3202.28,1.78205,1.44523,1.44608,0.72265,0.57133,0.62356,0.30784,1.81866,1.37804,1.40673,0.0008713,0.0008713,0.0008713
41,3277.28,1.78199,1.44097,1.4515,0.72367,0.58825,0.63895,0.307,1.81599,1.351,1.39932,0.000868,0.000868,0.000868
42,3351.13,1.7848,1.44744,1.44298,0.72544,0.582,0.64486,0.3193,1.78731,1.36584,1.40272,0.0008647,0.0008647,0.0008647
43,3427.39,1.76856,1.42062,1.4266,0.72293,0.59507,0.65356,0.32067,1.77676,1.34725,1.39166,0.0008614,0.0008614,0.0008614
44,3503.03,1.76679,1.40881,1.42632,0.73885,0.56816,0.64257,0.31957,1.8028,1.33472,1.40317,0.0008581,0.0008581,0.0008581
45,3579.46,1.76896,1.40972,1.4283,0.71643,0.59915,0.65281,0.32164,1.78514,1.35268,1.39329,0.0008548,0.0008548,0.0008548
46,3656.33,1.76705,1.39886,1.42964,0.72325,0.57682,0.65074,0.3255,1.78298,1.31983,1.3909,0.0008515,0.0008515,0.0008515
47,3731.97,1.7497,1.37738,1.4256,0.71978,0.58006,0.63935,0.32042,1.7869,1.324,1.38414,0.0008482,0.0008482,0.0008482
48,3808.09,1.73787,1.36758,1.41605,0.7444,0.61051,0.6774,0.33927,1.75197,1.28214,1.36302,0.0008449,0.0008449,0.0008449
49,3884.57,1.74768,1.37484,1.4172,0.71349,0.60193,0.66302,0.33197,1.75318,1.29774,1.37767,0.0008416,0.0008416,0.0008416
50,3959.35,1.74806,1.37342,1.41505,0.74649,0.59508,0.66174,0.33326,1.77027,1.31056,1.3725,0.0008383,0.0008383,0.0008383
51,4034.49,1.73235,1.363,1.40202,0.7652,0.60109,0.67194,0.33998,1.74604,1.26904,1.36651,0.000835,0.000835,0.000835
52,4108.53,1.73475,1.32951,1.40176,0.74116,0.62007,0.68243,0.33195,1.77686,1.25172,1.36222,0.0008317,0.0008317,0.0008317
53,4183.3,1.73472,1.34321,1.40521,0.74028,0.59027,0.67637,0.33833,1.75447,1.28932,1.36302,0.0008284,0.0008284,0.0008284
54,4257.78,1.72036,1.34539,1.40547,0.77057,0.5982,0.68969,0.34489,1.77169,1.23451,1.35718,0.0008251,0.0008251,0.0008251
55,4331.68,1.73125,1.34918,1.4056,0.74931,0.60501,0.68758,0.35103,1.71803,1.2347,1.34862,0.0008218,0.0008218,0.0008218
56,4406.53,1.72581,1.35119,1.39216,0.75813,0.6101,0.68473,0.35212,1.72765,1.25472,1.35944,0.0008185,0.0008185,0.0008185
57,4483.43,1.72272,1.33395,1.39624,0.76662,0.63606,0.70296,0.36082,1.71766,1.22238,1.35586,0.0008152,0.0008152,0.0008152
58,4558.45,1.69776,1.31252,1.4009,0.73589,0.6162,0.68528,0.35119,1.72336,1.23355,1.35269,0.0008119,0.0008119,0.0008119
59,4634.68,1.71338,1.32448,1.39117,0.73699,0.60725,0.68725,0.35021,1.7024,1.2275,1.34927,0.0008086,0.0008086,0.0008086
60,4710.34,1.71974,1.31909,1.39248,0.77796,0.60692,0.69488,0.36022,1.71595,1.21367,1.34316,0.0008053,0.0008053,0.0008053
61,4786.61,1.71026,1.3113,1.39053,0.76911,0.63282,0.70533,0.36028,1.712,1.20739,1.34335,0.000802,0.000802,0.000802
62,4863.67,1.70094,1.32609,1.39388,0.75056,0.61739,0.69651,0.35941,1.68899,1.20618,1.33189,0.0007987,0.0007987,0.0007987
63,4937.82,1.68757,1.30378,1.38892,0.76466,0.62205,0.70578,0.36952,1.6975,1.18927,1.3355,0.0007954,0.0007954,0.0007954
64,5014.77,1.68405,1.30371,1.3703,0.77383,0.61988,0.70255,0.36429,1.68693,1.1942,1.33458,0.0007921,0.0007921,0.0007921
65,5090.42,1.68456,1.28824,1.37768,0.7445,0.63701,0.70217,0.36655,1.69611,1.18923,1.32992,0.0007888,0.0007888,0.0007888
66,5165.42,1.67953,1.27069,1.37622,0.77282,0.63452,0.71651,0.36924,1.69094,1.18689,1.31588,0.0007855,0.0007855,0.0007855
67,5241.25,1.67765,1.27346,1.37675,0.74581,0.63298,0.71401,0.37381,1.67376,1.16948,1.32356,0.0007822,0.0007822,0.0007822
68,5316.16,1.68842,1.2824,1.3748,0.77454,0.63281,0.71382,0.36895,1.68755,1.17834,1.33363,0.0007789,0.0007789,0.0007789
69,5390.87,1.67607,1.24507,1.36643,0.75684,0.63781,0.7119,0.37703,1.69174,1.17275,1.33523,0.0007756,0.0007756,0.0007756
70,5466.74,1.66888,1.2581,1.35623,0.76308,0.63197,0.71472,0.37492,1.68547,1.17008,1.32235,0.0007723,0.0007723,0.0007723
71,5542.17,1.66834,1.24874,1.35645,0.7896,0.6418,0.71913,0.37504,1.67174,1.15028,1.32018,0.000769,0.000769,0.000769
72,5618.49,1.65029,1.2189,1.35484,0.78893,0.61881,0.71675,0.37252,1.68629,1.16809,1.3209,0.0007657,0.0007657,0.0007657
73,5692.99,1.68002,1.25633,1.36857,0.77192,0.63218,0.72212,0.37462,1.68629,1.15884,1.31696,0.0007624,0.0007624,0.0007624
74,5767.07,1.65499,1.24112,1.35373,0.73342,0.66708,0.71848,0.38256,1.68176,1.14223,1.31698,0.0007591,0.0007591,0.0007591
75,5842.89,1.65207,1.2289,1.35639,0.7653,0.65823,0.72363,0.38245,1.6759,1.13394,1.31517,0.0007558,0.0007558,0.0007558
76,5917.96,1.65958,1.23673,1.35504,0.78334,0.64778,0.72767,0.38914,1.66645,1.12177,1.30964,0.0007525,0.0007525,0.0007525
77,5994.24,1.65102,1.21998,1.3625,0.76676,0.65783,0.7281,0.38376,1.66771,1.1279,1.29882,0.0007492,0.0007492,0.0007492
78,6069.56,1.64631,1.22638,1.35035,0.74891,0.6743,0.72712,0.38882,1.65411,1.12813,1.30147,0.0007459,0.0007459,0.0007459
79,6145.04,1.64134,1.21008,1.34984,0.77313,0.66029,0.72843,0.38859,1.66165,1.10995,1.29573,0.0007426,0.0007426,0.0007426
80,6220.71,1.62588,1.21147,1.34712,0.77538,0.65114,0.72987,0.3875,1.64789,1.12181,1.3054,0.0007393,0.0007393,0.0007393
81,6296.79,1.63542,1.19905,1.34032,0.79897,0.65576,0.74365,0.39853,1.6565,1.10694,1.29949,0.000736,0.000736,0.000736
82,6373.74,1.64299,1.21049,1.34582,0.77327,0.64863,0.73585,0.39302,1.64924,1.10438,1.2948,0.0007327,0.0007327,0.0007327
83,6449.37,1.62913,1.19335,1.34163,0.77554,0.65739,0.73772,0.40422,1.62375,1.0951,1.29482,0.0007294,0.0007294,0.0007294
84,6524.31,1.6332,1.18821,1.33739,0.78529,0.6816,0.74714,0.40225,1.62502,1.09466,1.29611,0.0007261,0.0007261,0.0007261
85,6600.27,1.62109,1.1867,1.34104,0.76949,0.65992,0.73875,0.39875,1.64065,1.09536,1.29239,0.0007228,0.0007228,0.0007228
86,6676.75,1.63829,1.20351,1.34378,0.76974,0.69171,0.75055,0.40327,1.63102,1.08192,1.2853,0.0007195,0.0007195,0.0007195
87,6752.79,1.62059,1.18841,1.33481,0.76202,0.67619,0.74688,0.40223,1.62566,1.08519,1.28323,0.0007162,0.0007162,0.0007162
88,6828.67,1.61894,1.18358,1.34023,0.77902,0.66054,0.74831,0.40135,1.63672,1.08504,1.28491,0.0007129,0.0007129,0.0007129
89,6903.89,1.61268,1.18152,1.33414,0.79423,0.66642,0.75062,0.40861,1.62378,1.07672,1.28012,0.0007096,0.0007096,0.0007096
90,6980.32,1.61598,1.1763,1.32961,0.79537,0.66096,0.75178,0.40531,1.62533,1.07956,1.27274,0.0007063,0.0007063,0.0007063
91,7055.8,1.62712,1.17525,1.34004,0.75658,0.69742,0.75023,0.40712,1.61948,1.07668,1.28321,0.000703,0.000703,0.000703
92,7132.42,1.6128,1.16542,1.3257,0.77122,0.67723,0.74972,0.40638,1.6188,1.07246,1.2851,0.0006997,0.0006997,0.0006997
93,7206.45,1.60032,1.16373,1.32256,0.79375,0.66992,0.74954,0.40726,1.61928,1.07349,1.27956,0.0006964,0.0006964,0.0006964
94,7282.54,1.58854,1.15128,1.32133,0.77679,0.68554,0.75219,0.40871,1.61273,1.06784,1.27515,0.0006931,0.0006931,0.0006931
95,7359.1,1.59933,1.14902,1.31838,0.79199,0.68242,0.75212,0.41231,1.60353,1.06745,1.27662,0.0006898,0.0006898,0.0006898
96,7435.94,1.59401,1.15057,1.31891,0.80179,0.67437,0.74754,0.40819,1.61448,1.06485,1.28236,0.0006865,0.0006865,0.0006865
97,7510.61,1.59008,1.14736,1.32155,0.79173,0.68192,0.75945,0.40785,1.62022,1.06524,1.28312,0.0006832,0.0006832,0.0006832
98,7583.73,1.60505,1.15173,1.32544,0.78409,0.70891,0.76368,0.41226,1.61412,1.0451,1.27841,0.0006799,0.0006799,0.0006799
99,7659.84,1.59584,1.14292,1.32205,0.77091,0.70378,0.76373,0.4144,1.61507,1.04748,1.27485,0.0006766,0.0006766,0.0006766
100,7735.98,1.59348,1.13908,1.32075,0.77682,0.70889,0.7636,0.41563,1.61053,1.03827,1.27398,0.0006733,0.0006733,0.0006733
101,7812.41,1.59422,1.14591,1.31033,0.78471,0.71314,0.7695,0.41455,1.61791,1.03906,1.27864,0.00067,0.00067,0.00067
102,7888.37,1.5876,1.13835,1.31448,0.79555,0.70237,0.76831,0.42053,1.61458,1.04066,1.27544,0.0006667,0.0006667,0.0006667
103,7965.33,1.58724,1.11812,1.30988,0.7887,0.7025,0.76825,0.42003,1.61608,1.03724,1.27612,0.0006634,0.0006634,0.0006634
104,8039.95,1.58756,1.12886,1.31278,0.81691,0.68261,0.77248,0.41913,1.6146,1.03214,1.27461,0.0006601,0.0006601,0.0006601
105,8115.5,1.57487,1.13364,1.31289,0.8044,0.7016,0.77303,0.42358,1.60585,1.02747,1.2703,0.0006568,0.0006568,0.0006568
106,8191.33,1.58022,1.12436,1.303,0.79124,0.70351,0.77199,0.426,1.60608,1.03062,1.26805,0.0006535,0.0006535,0.0006535
107,8268.01,1.58988,1.13455,1.30638,0.7971,0.70244,0.7699,0.42431,1.6082,1.02816,1.26852,0.0006502,0.0006502,0.0006502
108,8342.7,1.57662,1.11282,1.30659,0.80867,0.69872,0.7719,0.4287,1.59803,1.02114,1.26496,0.0006469,0.0006469,0.0006469
109,8418.94,1.57448,1.12007,1.29506,0.80748,0.69805,0.77288,0.42719,1.60344,1.01883,1.26967,0.0006436,0.0006436,0.0006436
110,8494.95,1.58174,1.1236,1.29596,0.80144,0.71045,0.77719,0.4314,1.60763,1.0139,1.26894,0.0006403,0.0006403,0.0006403
111,8571.14,1.57981,1.12017,1.30076,0.79637,0.71497,0.77943,0.43102,1.6025,1.01376,1.26829,0.000637,0.000637,0.000637
112,8646.45,1.56608,1.10775,1.30174,0.80968,0.7091,0.786,0.42828,1.60231,1.00842,1.26703,0.0006337,0.0006337,0.0006337
113,8722.85,1.55156,1.09437,1.2812,0.80045,0.71449,0.78393,0.42654,1.59958,1.01135,1.26687,0.0006304,0.0006304,0.0006304
114,8798.22,1.5508,1.09181,1.28,0.81266,0.71369,0.78683,0.43034,1.59515,1.00855,1.26211,0.0006271,0.0006271,0.0006271
115,8876.03,1.5652,1.10079,1.28867,0.80788,0.71911,0.78827,0.43145,1.59505,0.99992,1.26266,0.0006238,0.0006238,0.0006238
116,8952.26,1.58328,1.10139,1.29505,0.79663,0.7226,0.78481,0.43057,1.59339,1.00121,1.25532,0.0006205,0.0006205,0.0006205
117,9025.04,1.5627,1.09991,1.29095,0.78782,0.72872,0.78345,0.4316,1.59026,1.00207,1.24981,0.0006172,0.0006172,0.0006172
118,9100.5,1.56907,1.09366,1.29254,0.80178,0.71564,0.78502,0.43385,1.58815,1.00008,1.24999,0.0006139,0.0006139,0.0006139
119,9176.72,1.54873,1.07712,1.27699,0.79102,0.72391,0.78243,0.43065,1.58352,0.99772,1.24901,0.0006106,0.0006106,0.0006106
120,9253.7,1.54903,1.07789,1.28016,0.79615,0.72099,0.78213,0.43163,1.58802,1.00663,1.24927,0.0006073,0.0006073,0.0006073
121,9330.07,1.55215,1.08689,1.27544,0.79002,0.72768,0.78163,0.4308,1.5814,1.00826,1.24536,0.000604,0.000604,0.000604
122,9403.86,1.54254,1.0692,1.28154,0.80146,0.72064,0.77998,0.43304,1.5819,1.00639,1.24822,0.0006007,0.0006007,0.0006007
123,9479.66,1.5445,1.07929,1.27793,0.81413,0.71223,0.78117,0.43208,1.58174,1.00975,1.24838,0.0005974,0.0005974,0.0005974
124,9555.96,1.55096,1.07867,1.27243,0.81458,0.71589,0.7838,0.43237,1.57829,1.00481,1.25214,0.0005941,0.0005941,0.0005941
125,9631.92,1.54409,1.06412,1.28413,0.81427,0.71635,0.7868,0.43594,1.58047,1.00054,1.2499,0.0005908,0.0005908,0.0005908
126,9707.18,1.54301,1.06508,1.27697,0.81737,0.71866,0.78919,0.43511,1.57477,0.99357,1.24677,0.0005875,0.0005875,0.0005875
127,9782.39,1.5444,1.0595,1.27173,0.81468,0.72225,0.78764,0.4337,1.5764,0.99352,1.24921,0.0005842,0.0005842,0.0005842
128,9858.87,1.53832,1.06275,1.27273,0.8221,0.7189,0.79126,0.43404,1.57225,0.99171,1.24773,0.0005809,0.0005809,0.0005809
129,9934.46,1.52993,1.05201,1.26748,0.81425,0.72057,0.7925,0.4337,1.56795,0.99121,1.24471,0.0005776,0.0005776,0.0005776
130,10009.3,1.53197,1.05987,1.26485,0.81955,0.71702,0.79319,0.4365,1.5655,0.99259,1.2432,0.0005743,0.0005743,0.0005743
131,10083.7,1.54244,1.06435,1.26955,0.81227,0.72999,0.79321,0.4383,1.5625,0.99071,1.24176,0.000571,0.000571,0.000571
132,10160.8,1.54228,1.05909,1.27169,0.824,0.72389,0.79373,0.44037,1.56084,0.98702,1.23931,0.0005677,0.0005677,0.0005677
133,10236.9,1.52324,1.04844,1.26936,0.81701,0.72432,0.79009,0.44037,1.56062,0.98581,1.23983,0.0005644,0.0005644,0.0005644
134,10312.7,1.51369,1.04656,1.25729,0.79787,0.7358,0.78737,0.44278,1.55822,0.98642,1.23901,0.0005611,0.0005611,0.0005611
135,10390,1.51237,1.04556,1.25651,0.82139,0.72333,0.79081,0.44311,1.55972,0.98401,1.23873,0.0005578,0.0005578,0.0005578
136,10465.5,1.54244,1.05465,1.26128,0.83527,0.71591,0.79231,0.44316,1.55674,0.9864,1.23835,0.0005545,0.0005545,0.0005545
137,10542.2,1.51919,1.03711,1.25801,0.82106,0.72636,0.7907,0.44335,1.55787,0.98902,1.23912,0.0005512,0.0005512,0.0005512
138,10618.1,1.51516,1.02232,1.2488,0.81165,0.72392,0.78684,0.44297,1.55407,0.98597,1.23685,0.0005479,0.0005479,0.0005479
139,10694,1.5153,1.02432,1.25075,0.8083,0.72579,0.78682,0.44316,1.55366,0.9862,1.2357,0.0005446,0.0005446,0.0005446
140,10769.2,1.5302,1.04015,1.25532,0.82731,0.72101,0.78765,0.44103,1.553,0.98723,1.23515,0.0005413,0.0005413,0.0005413
141,10844.6,1.51513,1.03238,1.25737,0.82725,0.72614,0.78997,0.444,1.55427,0.98601,1.23642,0.000538,0.000538,0.000538
142,10920.6,1.5069,1.03211,1.24833,0.81957,0.72934,0.79121,0.44422,1.55524,0.98564,1.23686,0.0005347,0.0005347,0.0005347
143,10996.1,1.49228,1.01377,1.23908,0.82029,0.73122,0.7923,0.44453,1.55561,0.98074,1.23757,0.0005314,0.0005314,0.0005314
144,11071.8,1.5021,1.02778,1.24692,0.82165,0.7333,0.79411,0.44664,1.55588,0.97549,1.23589,0.0005281,0.0005281,0.0005281
145,11148.2,1.51137,1.0097,1.24963,0.82791,0.7335,0.79802,0.4496,1.55633,0.96887,1.23632,0.0005248,0.0005248,0.0005248
146,11222.3,1.48887,1.00823,1.24426,0.83106,0.7312,0.79883,0.4506,1.55726,0.96632,1.2347,0.0005215,0.0005215,0.0005215
147,11299.8,1.50884,1.0164,1.24582,0.83444,0.73184,0.7999,0.45186,1.55635,0.965,1.23464,0.0005182,0.0005182,0.0005182
148,11376.2,1.48692,1.00442,1.2387,0.83549,0.73046,0.80082,0.45151,1.55512,0.96463,1.23445,0.0005149,0.0005149,0.0005149
149,11452.7,1.49487,1.00623,1.24035,0.83837,0.73049,0.80145,0.45142,1.55516,0.96061,1.23562,0.0005116,0.0005116,0.0005116
150,11526.3,1.48994,1.00564,1.23906,0.83839,0.72496,0.8007,0.45297,1.55206,0.96156,1.23485,0.0005083,0.0005083,0.0005083
151,11601.6,1.48525,1.00014,1.24135,0.83779,0.72642,0.80022,0.45312,1.5523,0.96019,1.23474,0.000505,0.000505,0.000505
152,11678,1.47779,1.00216,1.24294,0.83202,0.72969,0.80002,0.45178,1.55287,0.95971,1.23508,0.0005017,0.0005017,0.0005017
153,11755.1,1.49045,0.9996,1.24354,0.83436,0.73142,0.80109,0.45247,1.55232,0.95878,1.23353,0.0004984,0.0004984,0.0004984
154,11830.8,1.48437,0.98406,1.23629,0.83204,0.73187,0.80172,0.45236,1.55009,0.95702,1.23205,0.0004951,0.0004951,0.0004951
155,11905.8,1.49012,0.99734,1.2289,0.82706,0.7333,0.80256,0.45311,1.54982,0.95645,1.23214,0.0004918,0.0004918,0.0004918
156,11982.4,1.47326,0.99735,1.23589,0.82217,0.73622,0.80239,0.45415,1.54774,0.9542,1.23116,0.0004885,0.0004885,0.0004885
157,12058.5,1.47103,0.99332,1.22957,0.82624,0.73477,0.80323,0.45507,1.54684,0.95272,1.23034,0.0004852,0.0004852,0.0004852
158,12134.8,1.48282,0.99865,1.23463,0.8192,0.73592,0.80193,0.45466,1.5454,0.95134,1.22885,0.0004819,0.0004819,0.0004819
159,12211.2,1.48517,0.98498,1.23132,0.82452,0.73538,0.8028,0.45431,1.54475,0.94876,1.22822,0.0004786,0.0004786,0.0004786
160,12285.8,1.46991,0.97776,1.21652,0.81912,0.74145,0.80343,0.45626,1.54461,0.94699,1.22735,0.0004753,0.0004753,0.0004753
161,12360.9,1.47238,0.98046,1.22404,0.82152,0.7454,0.80394,0.45644,1.54554,0.94507,1.22693,0.000472,0.000472,0.000472
162,12436.7,1.47768,0.97357,1.22402,0.82797,0.73685,0.80431,0.45582,1.54365,0.94356,1.22623,0.0004687,0.0004687,0.0004687
163,12511.8,1.45299,0.97244,1.22425,0.83441,0.7333,0.80458,0.45568,1.54372,0.94261,1.225,0.0004654,0.0004654,0.0004654
164,12587,1.45838,0.96073,1.21846,0.83574,0.73289,0.8048,0.45561,1.54434,0.94201,1.22482,0.0004621,0.0004621,0.0004621
165,12662.2,1.46517,0.97455,1.21902,0.83597,0.73414,0.80539,0.45488,1.54393,0.94186,1.22427,0.0004588,0.0004588,0.0004588
166,12737.2,1.45762,0.96196,1.21956,0.83674,0.73676,0.80563,0.45455,1.54432,0.93999,1.22369,0.0004555,0.0004555,0.0004555
167,12813.6,1.44762,0.95776,1.21896,0.827,0.74436,0.80456,0.45695,1.54319,0.93987,1.22365,0.0004522,0.0004522,0.0004522
168,12889.4,1.46513,0.97624,1.21883,0.82905,0.74264,0.80576,0.4581,1.5424,0.93946,1.22309,0.0004489,0.0004489,0.0004489
169,12966.4,1.44603,0.96526,1.21078,0.83073,0.74259,0.80527,0.45931,1.54023,0.9375,1.22235,0.0004456,0.0004456,0.0004456
170,13042.6,1.4539,0.95849,1.21466,0.82153,0.74682,0.8066,0.45977,1.54113,0.93777,1.22268,0.0004423,0.0004423,0.0004423
171,13118.8,1.4597,0.95453,1.21588,0.80884,0.75542,0.80677,0.45874,1.54107,0.93771,1.22257,0.000439,0.000439,0.000439
172,13194.7,1.44755,0.9467,1.20956,0.81809,0.75239,0.80728,0.45996,1.54094,0.93655,1.22309,0.0004357,0.0004357,0.0004357
173,13272,1.45128,0.96441,1.21357,0.8258,0.74967,0.8078,0.46077,1.54057,0.9359,1.22292,0.0004324,0.0004324,0.0004324
174,13347.8,1.45026,0.94609,1.21468,0.82693,0.74822,0.80769,0.46055,1.53973,0.93584,1.22317,0.0004291,0.0004291,0.0004291
175,13422.2,1.43302,0.941,1.20702,0.82584,0.74914,0.8079,0.46061,1.54004,0.93535,1.22303,0.0004258,0.0004258,0.0004258
176,13497.2,1.43387,0.9481,1.21486,0.82523,0.75093,0.80874,0.46133,1.53898,0.93425,1.22252,0.0004225,0.0004225,0.0004225
177,13574.2,1.44329,0.94733,1.20713,0.82474,0.74603,0.80804,0.46142,1.53842,0.93211,1.2223,0.0004192,0.0004192,0.0004192
178,13651.2,1.44473,0.93916,1.20739,0.82482,0.74854,0.80905,0.46061,1.53881,0.93087,1.22264,0.0004159,0.0004159,0.0004159
179,13726.9,1.43471,0.9414,1.2002,0.82424,0.74936,0.80952,0.46147,1.53777,0.92953,1.22236,0.0004126,0.0004126,0.0004126
180,13800.9,1.421,0.92817,1.19325,0.82258,0.74923,0.80959,0.46273,1.53693,0.92811,1.22203,0.0004093,0.0004093,0.0004093
181,13878.6,1.43845,0.94985,1.20711,0.82353,0.74995,0.80947,0.46334,1.53607,0.92712,1.22178,0.000406,0.000406,0.000406
182,13955.3,1.43251,0.9401,1.21068,0.8251,0.75075,0.81007,0.46344,1.53631,0.92561,1.22159,0.0004027,0.0004027,0.0004027
183,14031.8,1.4299,0.93339,1.19864,0.82711,0.75083,0.80908,0.4621,1.53655,0.92575,1.22106,0.0003994,0.0003994,0.0003994
184,14106.7,1.41843,0.92665,1.20147,0.82911,0.74854,0.80935,0.46245,1.53685,0.92562,1.2216,0.0003961,0.0003961,0.0003961
